"Feature","Omics","p.value","FDR","FC"
"ENSG00000004799","Transcriptomics",3.6731140077251e-14,8.22433908859914e-13,-5.12009136069864
"ENSG00000004809","Transcriptomics",0.0152915210977482,0.0389009092447887,-1.67338324786006
"ENSG00000004864","Transcriptomics",0.0699363311221106,0.139581063838596,0.52389636822442
"ENSG00000004866","Transcriptomics",0.422358504236737,0.571807939805599,0.143047690356977
"ENSG00000004897","Transcriptomics",0.00879779445712826,0.0242178641016784,0.371310330742191
"ENSG00000004961","Transcriptomics",0.351943410595467,0.502399431373927,-0.22186908382912
"ENSG00000004975","Transcriptomics",0.000237415079288743,0.000995939950090698,-0.876338015344781
"ENSG00000005007","Transcriptomics",0.461751541948042,0.609323327836179,-0.0968623696517643
"ENSG00000005020","Transcriptomics",0.0947571541375549,0.178574585755505,-0.407985860107403
"ENSG00000005022","Transcriptomics",0.845728397642332,0.905549582893618,0.060311201342629
"ENSG00000005059","Transcriptomics",0.37937688496573,0.530448081696895,-0.251718816350348
"ENSG00000005073","Transcriptomics",0.705632053352283,0.810627832712089,0.49823102023398
"ENSG00000005075","Transcriptomics",0.0740194278470741,0.146361291347497,-0.324759770095997
"ENSG00000005100","Transcriptomics",0.0615888164459348,0.126016581339412,0.408882123396129
"ENSG00000005108","Transcriptomics",0.760295500395353,0.847905900604628,-0.434917554975304
"ENSG00000005156","Transcriptomics",0.148270272281431,0.256948609821567,0.527132506911737
"ENSG00000005175","Transcriptomics",0.0848782830321081,0.163257957296011,-0.219146334020472
"ENSG00000005187","Transcriptomics",0.718039294672645,0.819312283448157,0.224236154348474
"ENSG00000005189","Transcriptomics",0.70486188170874,0.810163462063955,0.128911705614773
"ENSG00000005194","Transcriptomics",0.319966173875843,0.467579407199033,0.111708626674931
"ENSG00000005206","Transcriptomics",0.00519316212015441,0.0152936638360583,-0.544951402197291
"ENSG00000005238","Transcriptomics",0.605738285089262,0.73602022277826,-0.141660826735716
"ENSG00000005243","Transcriptomics",0.705882537859598,0.81072629200569,0.218672705346281
"ENSG00000005249","Transcriptomics",0.00025961400943864,0.0010811247874836,-1.36227586114769
"ENSG00000005302","Transcriptomics",0.222552979600566,0.354336193968503,0.462780919599157
"ENSG00000005339","Transcriptomics",1.05409507626666e-05,5.87633369305445e-05,0.785653281819622
"ENSG00000005379","Transcriptomics",0.854730467496685,0.911838966784266,-0.0841479515771768
"ENSG00000005436","Transcriptomics",0.807970543056605,0.88148123001574,-0.0610080435199513
"ENSG00000005448","Transcriptomics",0.429358620461243,0.578939514806933,-0.424180348175921
"ENSG00000005469","Transcriptomics",1.43241475475922e-09,1.64194810024287e-08,-1.569001775817
"ENSG00000005471","Transcriptomics",0.026080161586442,0.0611633662417207,-0.969023002437446
"ENSG00000005483","Transcriptomics",0.357620798288364,0.508490207949992,0.159388122461393
"ENSG00000005486","Transcriptomics",0.40277095445257,0.553970363773353,-0.144795670879253
"ENSG00000005513","Transcriptomics",0.00123586017856616,0.00434378242162835,2.37568523443339
"ENSG00000005700","Transcriptomics",1.5056432073388e-06,9.98743327534735e-06,0.593593368107796
"ENSG00000005801","Transcriptomics",0.031057689426063,0.0709659008088846,-0.374418382226455
"ENSG00000005810","Transcriptomics",0.521374705438433,0.665278631701735,-0.185269120270594
"ENSG00000005812","Transcriptomics",0.000200682766230488,0.000856249692292983,0.872453085819874
"ENSG00000005844","Transcriptomics",0.00117957199857997,0.0041716053647863,-1.47701738228097
"ENSG00000005882","Transcriptomics",2.39659985251936e-07,1.85435473953562e-06,-1.47434008461791
"ENSG00000005884","Transcriptomics",0.42873659148451,0.578320927020728,0.620749560517016
"ENSG00000005889","Transcriptomics",1.01003763120441e-10,1.39212268375575e-09,2.09560457333006
"ENSG00000005893","Transcriptomics",0.109251313010358,0.201117347960342,0.42903419333508
"ENSG00000006007","Transcriptomics",2.24572651430191e-14,5.13876773834639e-13,-1.42736859311878
"ENSG00000006015","Transcriptomics",0.0262696366762655,0.0615506727309615,-0.399088682564249
"ENSG00000006025","Transcriptomics",8.3781182888557e-10,9.94536548350692e-09,-2.48570806199233
"ENSG00000006042","Transcriptomics",0.501134534111836,0.646390920810919,0.662821274879116
"ENSG00000006062","Transcriptomics",0.797219953191368,0.874438755866249,0.065867182257854
"ENSG00000006118","Transcriptomics",0.000158288297783507,0.00069340688648125,2.21256690026827
"ENSG00000006125","Transcriptomics",0.694350670710959,0.802247030397403,0.0778214207575226
"ENSG00000006194","Transcriptomics",0.1734532799684,0.292045920859429,0.252593170361291
"ENSG00000006210","Transcriptomics",0.0102893095697809,0.0277288438512461,2.4378432646399
"ENSG00000006282","Transcriptomics",0.119207123854087,0.215480441986093,-0.563434126414471
"ENSG00000006283","Transcriptomics",0.136124303871064,0.239842573205374,1.16024914217541
"ENSG00000006327","Transcriptomics",0.819805123414203,0.889057656564234,0.147204798150457
"ENSG00000006432","Transcriptomics",0.75086326551983,0.841892839682307,0.126637394889411
"ENSG00000006451","Transcriptomics",1.92612823396249e-07,1.52361130646314e-06,1.02907149604175
"ENSG00000006453","Transcriptomics",0.00296642364040303,0.00934679400376768,2.51600554843656
"ENSG00000006459","Transcriptomics",1.22809144373972e-13,2.53504983217647e-12,2.29169151033092
"ENSG00000006468","Transcriptomics",3.43370214584129e-06,2.11307500712283e-05,-2.74760450339809
"ENSG00000006530","Transcriptomics",0.000120100548297913,0.000538915837573938,0.588525482380055
"ENSG00000006534","Transcriptomics",1.97928551909471e-05,0.000104642166652795,-1.38779373837555
"ENSG00000006576","Transcriptomics",0.10667858017215,0.197062407479932,0.301176932096814
"ENSG00000006607","Transcriptomics",3.1979717226267e-15,8.24443627066106e-14,1.35851618440994
"ENSG00000006625","Transcriptomics",0.000329993094083929,0.00134263902810027,-0.867960195976269
"ENSG00000006634","Transcriptomics",0.0137177100992735,0.0353954492377961,-0.743095510138993
"ENSG00000006638","Transcriptomics",4.3808956642586e-06,2.63717408190985e-05,-1.57572954824697
"ENSG00000006652","Transcriptomics",1.47529002542376e-05,7.99781501079899e-05,1.04630404064881
"ENSG00000006695","Transcriptomics",0.497635797506074,0.643161474336411,0.133211068010582
"ENSG00000006704","Transcriptomics",0.512015090306238,0.656980313295209,0.253912350558995
"ENSG00000006712","Transcriptomics",0.465305239958998,0.612533157790532,-0.0977392695510089
"ENSG00000006715","Transcriptomics",0.0258151122984266,0.0606542125122624,-0.375835750045138
"ENSG00000006740","Transcriptomics",0.739634529255188,0.834708760215307,0.233355602553808
"ENSG00000006744","Transcriptomics",0.0484535082036363,0.102970972377562,-0.259833276519261
"ENSG00000006747","Transcriptomics",0.00189586131429506,0.00632108428792918,1.81788872997824
"ENSG00000006756","Transcriptomics",0.805030810845658,0.879301158808055,-0.064861371024827
"ENSG00000006757","Transcriptomics",0.0233742561337052,0.0557475694026464,-0.619268169667804
"ENSG00000006831","Transcriptomics",0.911564139251563,0.947128130324096,-0.0171909718425245
"ENSG00000006837","Transcriptomics",0.643758378954233,0.764923372582497,-0.147020807296114
"ENSG00000007047","Transcriptomics",0.43535344534139,0.584400854344515,0.125817464609032
"ENSG00000007062","Transcriptomics",0.517456437786059,0.66213936634845,0.721582491202822
"ENSG00000007080","Transcriptomics",0.466215022888452,0.613411653694181,0.0899532684072682
"ENSG00000007129","Transcriptomics",0.00871516861881787,0.024023456436006,-1.43046728219793
"ENSG00000007168","Transcriptomics",7.88070550256767e-09,7.96620520735775e-08,0.831038237281478
"ENSG00000007171","Transcriptomics",0.0793678967488176,0.154623783887175,2.42397645776928
"ENSG00000007202","Transcriptomics",1.57938752843856e-08,1.51777170462156e-07,-1.21219718833326
"ENSG00000007237","Transcriptomics",0.00169776337521805,0.00574495359925238,0.878993144820666
"ENSG00000007255","Transcriptomics",0.756984251552051,0.845890361127244,0.0747164764872921
"ENSG00000007264","Transcriptomics",0.197575967190635,0.323228150278343,0.7844541725891
"ENSG00000007341","Transcriptomics",0.00984880153029413,0.0266960703861401,-0.550265219656144
"ENSG00000007376","Transcriptomics",7.53840906207296e-07,5.29182571931725e-06,-0.811031447940784
"ENSG00000007384","Transcriptomics",0.000908516799830626,0.00331494459039972,1.79897915288555
"ENSG00000007392","Transcriptomics",1.26413287494101e-07,1.03461448004067e-06,0.891676893020633
"ENSG00000007516","Transcriptomics",0.803383694121078,0.878097641039463,0.170972750430425
"ENSG00000007520","Transcriptomics",0.0218622705999514,0.052616207989637,-0.35502555650202
"ENSG00000007541","Transcriptomics",0.000179279013309827,0.000774671515905262,-0.774673708412098
"ENSG00000007545","Transcriptomics",9.3788181744338e-05,0.000432911776615577,0.503132573176135
"ENSG00000007866","Transcriptomics",0.807343905880237,0.881052007245374,0.245900499469881
"ENSG00000007908","Transcriptomics",3.31480181197575e-24,2.41598579802068e-22,11.4423788803767
"ENSG00000007923","Transcriptomics",0.506194114386328,0.651351639050876,-0.106363386771568
"ENSG00000007944","Transcriptomics",0.000238963587967835,0.00100125008433838,1.00399179640044
"ENSG00000007968","Transcriptomics",1.99277361025065e-06,1.28669389030803e-05,-2.69356601612431
"ENSG00000008018","Transcriptomics",0.0367281467891536,0.0818010622004898,0.24998809992121
"ENSG00000008056","Transcriptomics",0.00370205137036981,0.0113535985836571,2.70927630179685
"ENSG00000008083","Transcriptomics",0.0171331759409441,0.0427043426137072,0.617041930492567
"ENSG00000008086","Transcriptomics",0.000399268076957789,0.00158623528734845,1.50405452911136
"ENSG00000008118","Transcriptomics",1.25240609629041e-10,1.70494729987697e-09,5.20922134300083
"ENSG00000008128","Transcriptomics",0.201467025818943,0.328320067563425,0.455568383355435
"ENSG00000008130","Transcriptomics",0.164482653337705,0.279956921206401,0.430636097503073
"ENSG00000008226","Transcriptomics",0.645130374269446,0.766067989184456,-0.33043962305877
"ENSG00000008256","Transcriptomics",0.725175837656675,0.824628523963876,0.10814765273236
"ENSG00000008282","Transcriptomics",0.000101160908846784,0.000462961461649974,0.531109623175921
"ENSG00000008283","Transcriptomics",0.00218756890001706,0.00715309309434883,0.831387694108523
"ENSG00000008294","Transcriptomics",3.99534777804276e-24,2.8648422873245e-22,2.74830658836348
"ENSG00000008300","Transcriptomics",0.693575862031149,0.801847825530401,-0.257023985561085
"ENSG00000008311","Transcriptomics",0.983324137163501,0.990826161423624,-0.0164461716842221
"ENSG00000008323","Transcriptomics",4.27213536207106e-09,4.52264132681653e-08,4.1168984497705
"ENSG00000008324","Transcriptomics",0.196064585867482,0.321200617916841,-0.266535522641708
"ENSG00000008382","Transcriptomics",0.448664187144447,0.596882101593578,-0.194914499734768
"ENSG00000008394","Transcriptomics",0.87007557417237,0.921657481932253,0.112400793316153
"ENSG00000008405","Transcriptomics",0.00289261842512548,0.0091484223084638,0.913041913945662
"ENSG00000008441","Transcriptomics",0.587859340235677,0.721873173050966,0.48129674963929
"ENSG00000008513","Transcriptomics",0.922454211985847,0.953758931124307,-0.0296773916536591
"ENSG00000008516","Transcriptomics",0.142263375173841,0.248802867354982,0.829971338427795
"ENSG00000008517","Transcriptomics",9.57584410346595e-05,0.00044052388875389,2.81569331598469
"ENSG00000008710","Transcriptomics",0.421873979179236,0.571195630704339,0.189408391207832
"ENSG00000008735","Transcriptomics",2.25907111792988e-05,0.000118269017350447,2.56219142451371
"ENSG00000008838","Transcriptomics",0.0217261758710061,0.0523194983360796,-0.413761254263438
"ENSG00000008853","Transcriptomics",2.08769456311001e-09,2.3357649025421e-08,-2.24730967275565
"ENSG00000008869","Transcriptomics",0.872525496262195,0.923296558337949,-0.0247832190885405
"ENSG00000008952","Transcriptomics",0.011566916766324,0.03061749556843,-0.214229259272562
"ENSG00000008988","Transcriptomics",0.000864986334418696,0.00316851560887064,0.537915974047798
"ENSG00000009307","Transcriptomics",7.23196808421998e-08,6.21472036582339e-07,0.548797610166958
"ENSG00000009335","Transcriptomics",1.44261769394541e-07,1.16988104292432e-06,0.69220027217225
"ENSG00000009413","Transcriptomics",0.910051267229197,0.946498208579265,0.0356631002744926
"ENSG00000009780","Transcriptomics",0.0776496723070814,0.152012086462995,-0.325657688570798
"ENSG00000009790","Transcriptomics",4.24042626218769e-05,0.000210842755557569,-1.66873446142823
"ENSG00000009830","Transcriptomics",0.282577379840117,0.425499742760442,0.311003575726653
"ENSG00000009844","Transcriptomics",0.0011005046284716,0.00392016039317388,-0.276776444452998
"ENSG00000009950","Transcriptomics",0.00144562028390358,0.00497732909179942,-2.4975234679011
"ENSG00000009954","Transcriptomics",9.10783767528953e-07,6.2741700920674e-06,-0.652803406357006
"ENSG00000010017","Transcriptomics",0.279941728683894,0.422693045849167,-0.192013038738372
"ENSG00000010030","Transcriptomics",1.47761808883445e-14,3.48934586284626e-13,4.93876975248418
"ENSG00000010072","Transcriptomics",0.118557029231592,0.214629632690125,-0.276272691090902
"ENSG00000010165","Transcriptomics",0.00120580404474213,0.00424910374779703,-0.683832832993409
"ENSG00000010219","Transcriptomics",0.178809953403676,0.298849021867746,-0.24689419889065
"ENSG00000010244","Transcriptomics",1.48879275072519e-07,1.20182353728777e-06,0.751171304249761
"ENSG00000010256","Transcriptomics",0.0466456037788835,0.0996969126110395,-0.273143970158248
"ENSG00000010270","Transcriptomics",3.65434608448253e-06,2.23642444721044e-05,0.484036177993101
"ENSG00000010278","Transcriptomics",0.670892130767227,0.784923406527835,0.152340424244787
"ENSG00000010292","Transcriptomics",0.00702780628092338,0.0198833030417626,-0.984997933701092
"ENSG00000010295","Transcriptomics",1.99875508621733e-39,6.10343988482674e-37,-2.50960848334009
"ENSG00000010310","Transcriptomics",0.373119572827019,0.525011579752072,-0.453952663959504
"ENSG00000010318","Transcriptomics",2.81290732936309e-08,2.60834563928532e-07,-1.19605234270044
"ENSG00000010319","Transcriptomics",0.000755248248985873,0.00280541143829463,-2.85736220746777
"ENSG00000010322","Transcriptomics",4.20381124495506e-37,1.11124926805073e-34,-2.66241745130435
"ENSG00000010327","Transcriptomics",0.083681739573364,0.161465005946601,-0.542812117699787
"ENSG00000010361","Transcriptomics",0.000112732565215968,0.000509208483177764,-1.29073695824551
"ENSG00000010404","Transcriptomics",0.180834858928278,0.30155034238572,-0.405906960975465
"ENSG00000010539","Transcriptomics",4.73213228681445e-08,4.20573082709755e-07,1.44350888920258
"ENSG00000010610","Transcriptomics",0.74446722554856,0.837611321689834,-0.0858794371597892
"ENSG00000010626","Transcriptomics",0.0063167389482347,0.0181175325525805,-0.498605302981795
"ENSG00000010671","Transcriptomics",0.85658550238952,0.912924890649945,0.0716837033578296
"ENSG00000010704","Transcriptomics",2.82247031356362e-06,1.77202310257091e-05,-1.20805311837856
"ENSG00000010803","Transcriptomics",0.00172050141656324,0.00581633910837022,0.657392318547591
"ENSG00000010810","Transcriptomics",0.1476195861306,0.255932526643454,1.05087217736284
"ENSG00000010818","Transcriptomics",8.18726084656217e-27,7.67219983351654e-25,4.86027168050382
"ENSG00000011007","Transcriptomics",4.69475489618125e-12,7.80007541897431e-11,1.42837377320092
"ENSG00000011009","Transcriptomics",0.0473603328727416,0.10099926014559,-0.341972285697049
"ENSG00000011021","Transcriptomics",0.0508631335715961,0.107224637351779,-0.399686580644874
"ENSG00000011028","Transcriptomics",0.597539169383077,0.730014225629004,-0.23701250870932
"ENSG00000011052","Transcriptomics",0.168949075176348,0.285820715488423,0.678466562436471
"ENSG00000011105","Transcriptomics",0.23298252515532,0.366969067108366,0.921226393138704
"ENSG00000011114","Transcriptomics",3.6405444245024e-11,5.3821103758232e-10,1.02667150424212
"ENSG00000011132","Transcriptomics",0.000869382499067051,0.00318264436564211,0.668847687069831
"ENSG00000011143","Transcriptomics",5.84430267211907e-05,0.000281349400994566,-1.41931714551964
"ENSG00000011198","Transcriptomics",9.73683458162957e-06,5.46763085844139e-05,0.919948903402652
"ENSG00000011201","Transcriptomics",0.888583979716752,0.933379447527631,0.106478767379977
"ENSG00000011243","Transcriptomics",4.70813671130473e-07,3.44997142300033e-06,1.03456753356754
"ENSG00000011258","Transcriptomics",0.0365187441190282,0.0813768843850162,-0.429652855805815
"ENSG00000011260","Transcriptomics",0.0151229831353275,0.0385274963046296,-0.661702361701671
"ENSG00000011275","Transcriptomics",4.52391548861375e-05,0.000223620059220871,-0.497529549727523
"ENSG00000011295","Transcriptomics",0.0167894050615306,0.0420359021987489,-0.616466957404356
"ENSG00000011304","Transcriptomics",8.47809837810013e-09,8.52672347385187e-08,0.481290565314045
"ENSG00000011332","Transcriptomics",0.402404752836701,0.553595663934349,-0.513818181432608
"ENSG00000011347","Transcriptomics",0.539694134434699,0.681241952729061,0.621820978440845
"ENSG00000011376","Transcriptomics",7.5262379565992e-05,0.000354137089397791,-0.607384971457179
"ENSG00000011405","Transcriptomics",4.20542004182834e-08,3.77890382348157e-07,-0.972250553413734
"ENSG00000011422","Transcriptomics",1.10960075018894e-08,1.09239237835444e-07,1.67466251655589
"ENSG00000011426","Transcriptomics",0.469971448442393,0.616844786502997,-0.52545716923734
"ENSG00000011451","Transcriptomics",4.87985119118193e-09,5.12008557150612e-08,0.850922263972021
"ENSG00000011454","Transcriptomics",0.188502990250518,0.311347240541538,0.19890473014655
"ENSG00000011465","Transcriptomics",0.537396459978295,0.679262682177817,0.656532112709167
"ENSG00000011478","Transcriptomics",0.123359240162567,0.221583722365033,-0.402476812552313
"ENSG00000011485","Transcriptomics",0.0223474133106869,0.0536307638408638,-0.65163034765705
"ENSG00000011523","Transcriptomics",0.0342905370444004,0.0772671376072997,-0.588480972476905
"ENSG00000011566","Transcriptomics",0.08340048315367,0.161010023668482,0.316785813120085
"ENSG00000011590","Transcriptomics",5.14325079483263e-17,1.65923706424919e-15,9.28152441404859
"ENSG00000011600","Transcriptomics",0.854777317174006,0.911838966784266,-0.0571962802616869
"ENSG00000011638","Transcriptomics",0.0551399337151148,0.114729356058126,0.493377432185193
"ENSG00000011677","Transcriptomics",0.689570183341325,0.79881746090082,-0.172427823620453
"ENSG00000012048","Transcriptomics",0.000120614112497534,0.000540809252264262,-1.42403795420671
"ENSG00000012061","Transcriptomics",2.51141979855743e-05,0.000130745902563935,-0.775676238320009
"ENSG00000012124","Transcriptomics",0.139216013571268,0.244390407013651,0.78319940325693
"ENSG00000012171","Transcriptomics",0.0232745396425783,0.0555471461541174,1.06805456151338
"ENSG00000012174","Transcriptomics",0.565395658701925,0.70232308256907,-0.190017182840033
"ENSG00000012211","Transcriptomics",0.00437625056825154,0.0131474600816085,-0.590171340410156
"ENSG00000012232","Transcriptomics",0.00672454586038601,0.0191261332476789,0.583455494299906
"ENSG00000012660","Transcriptomics",0.00118441361543009,0.00418204735703397,0.66413042221387
"ENSG00000012779","Transcriptomics",0.000739176148386681,0.00275205986211405,-1.33628052502439
"ENSG00000012822","Transcriptomics",0.710539019550277,0.814363332379147,0.0932023587880815
"ENSG00000012963","Transcriptomics",0.000571262369884606,0.0021885416035099,-0.654396372492676
"ENSG00000012983","Transcriptomics",0.118298448309722,0.214308618303935,0.624694712921314
"ENSG00000013016","Transcriptomics",0.389998184072603,0.54119390724045,-0.695936995106135
"ENSG00000013275","Transcriptomics",0.00393473160617811,0.0119903701784275,-0.933442000666138
"ENSG00000013288","Transcriptomics",0.680744089144501,0.792419228579576,-0.0956097170378277
"ENSG00000013293","Transcriptomics",0.602250059436735,0.733139789860748,-0.403613073913987
"ENSG00000013297","Transcriptomics",0.787366768347339,0.867507240864804,-0.385072282919068
"ENSG00000013306","Transcriptomics",0.138380667560629,0.243164996841582,-0.181283182795648
"ENSG00000013364","Transcriptomics",0.000650550490267347,0.00245721896633077,0.89597544157288
"ENSG00000013374","Transcriptomics",6.45745934234598e-52,6.3537812451272e-49,3.52672677721201
"ENSG00000013375","Transcriptomics",0.380120536788326,0.531240011547286,0.314472498703507
"ENSG00000013392","Transcriptomics",0.320537477257936,0.468203046095903,-0.257459827762996
"ENSG00000013441","Transcriptomics",2.93610323090477e-09,3.21591368723281e-08,0.981288690041693
"ENSG00000013503","Transcriptomics",0.00081418415699976,0.00299979521627268,-1.20768850711665
"ENSG00000013523","Transcriptomics",1.96742767912817e-09,2.21098424016745e-08,-1.3938900919624
"ENSG00000013561","Transcriptomics",0.158028226232036,0.271208329698708,0.247548852043554
"ENSG00000013563","Transcriptomics",0.464981826288218,0.612243931706984,-0.25023786926221
"ENSG00000013573","Transcriptomics",0.419900964589476,0.569438436741517,-0.257171014776525
"ENSG00000013583","Transcriptomics",0.578366236097736,0.71382887857331,-0.117910219212739
"ENSG00000013588","Transcriptomics",0.138083205773726,0.242754509638187,1.32900874055782
"ENSG00000013619","Transcriptomics",4.73744610727936e-09,4.98247672244802e-08,3.15654719187164
"ENSG00000013725","Transcriptomics",0.656252655537455,0.774136857747693,-0.153591172027904
"ENSG00000013810","Transcriptomics",0.000454100202418209,0.00177972309914337,-1.43643381829246
"ENSG00000014123","Transcriptomics",0.0856992610430713,0.16446197988231,-0.313071999176167
"ENSG00000014138","Transcriptomics",0.0310786077388665,0.0709961591207357,-0.886758985748207
"ENSG00000014164","Transcriptomics",0.0463403030444755,0.0990984191283152,0.444776809254126
"ENSG00000014216","Transcriptomics",0.0569032525555845,0.117760940046428,-0.392948176530434
"ENSG00000014257","Transcriptomics",0.146050499264949,0.253896779788135,-0.632467294826048
"ENSG00000014641","Transcriptomics",0.718669711772134,0.819760842489486,-0.0445232335829217
"ENSG00000014824","Transcriptomics",0.613107172436947,0.741109823302674,-0.0500671736239227
"ENSG00000014914","Transcriptomics",0.0081870528503954,0.0227809729824592,1.9318837470631
"ENSG00000014919","Transcriptomics",9.85570017297397e-10,1.16137262650394e-08,-0.967249497663661
"ENSG00000015133","Transcriptomics",0.301682364427194,0.447193561731711,-0.417841519365683
"ENSG00000015153","Transcriptomics",0.0536087807399304,0.111978430909884,0.269337936807508
"ENSG00000015171","Transcriptomics",0.408985269496978,0.559509579901682,-0.141716684564251
"ENSG00000015285","Transcriptomics",8.27802527021771e-09,8.33496904836986e-08,-1.9774333668857
"ENSG00000015475","Transcriptomics",7.77845047031056e-07,5.44737589085292e-06,1.6484474323152
"ENSG00000015479","Transcriptomics",0.168171719083602,0.284668767723375,0.202896370298033
"ENSG00000015532","Transcriptomics",0.00758347235075993,0.0212517213297957,-1.1859127018988
"ENSG00000015568","Transcriptomics",0.00226496110349247,0.00737809933859759,1.31605855859036
"ENSG00000015676","Transcriptomics",0.00296360997990466,0.00934125224312003,-0.793676943036901
"ENSG00000016391","Transcriptomics",0.647721054012747,0.767703470192918,-0.200256181036693
"ENSG00000016864","Transcriptomics",4.07797795232273e-07,3.01944262180551e-06,-1.17915381437807
"ENSG00000017260","Transcriptomics",5.19186308205678e-08,4.57023295458785e-07,1.36015626831312
"ENSG00000017427","Transcriptomics",0.700763463882928,0.806551969640664,0.171482004952145
"ENSG00000017483","Transcriptomics",0.0151752504990804,0.0386384217350795,1.46519704932602
"ENSG00000017797","Transcriptomics",0.771401989776975,0.856302139827014,0.0865721137067581
